time,run_time_sec,down_time_sec,planned_cycle_ms,downstream_blocked
2026-04-24 21:18:00+00,53.324858153073095,208.72092088788014,257.8559913896076,2638.690326900659
2026-04-24 21:19:00+00,63.419163371883336,235.42694770884435,274.3761713967321,2527.004236014419
2026-04-24 21:20:00+00,65.36568416069565,235.15138635741684,281.6755152569721,2495.0088720918243
2026-04-24 21:23:00+00,67.64508961958555,227.09691020855234,274.27914014719295,2416.657261055915
2026-04-24 21:24:00+00,70.68870147070783,221.76514993445613,272.2999813876743,2336.440606640255
2026-04-24 21:25:00+00,66.19929508905358,259.0288914196838,273.006555867514,2451.0394584276323
2026-04-24 21:26:00+00,59.74446867623097,289.1980600093645,270.68166882429017,2723.8514445621554
2026-04-24 21:27:00+00,57.33245491788843,231.676495738969,289.5183196617705,2792.88112123085
2026-04-24 21:28:00+00,57.415585616656465,228.5385822177765,238.91287741622511,2948.0560629596994
2026-04-24 21:29:00+00,54.982919053985384,215.47152637224778,121.32252041847154,2881.711459868661
2026-04-24 21:30:00+00,49.90776544176292,208.66309941553183,156.78357259628933,2910.344714171518
2026-04-24 21:31:00+00,49.87532590280045,206.4344765038898,153.396935721685,2873.9054472454404
2026-04-24 21:32:00+00,49.8238405076477,208.36845686261717,156.15574429161157,2848.156842685522
2026-04-24 21:33:00+00,45.49572865739449,205.96853036515915,61.633241032822056,2809.626821467636
2026-04-24 21:34:00+00,48.576296557274325,212.53013065774428,7.5403567942520375,2805.8086830358734
2026-04-24 21:36:00+00,53.58278062691038,232.32514658175404,19.016011398178893,2813.972320167877
2026-04-24 21:37:00+00,59.5238604568356,241.4593973211567,20.770068321523556,2791.8880374564674
2026-04-24 21:38:00+00,56.056516569346925,235.13348278346072,32.219081123228634,2770.6258011827076
2026-04-24 21:39:00+00,51.66878578723458,235.06402175392677,59.028415123586676,2786.0783372716933
2026-04-24 21:40:00+00,51.32489712051149,216.7131167560584,76.77861046766162,2732.2922639802314
2026-04-24 21:41:00+00,55.22245066618546,237.21669100951058,73.93553523240598,2556.841197127427
2026-04-24 21:42:00+00,64.38061638592042,273.20233424951624,39.31430668501002,2302.217737696428
2026-04-24 21:43:00+00,66.88483706236062,268.53838132239645,34.60310569360401,2245.4721339051207
2026-04-24 21:44:00+00,58.204069822698514,258.2868755358034,23.37995657515878,2177.168227863334
2026-04-24 21:45:00+00,58.244560300091045,262.2078543718397,56.29227462908022,2140.7869515580164
2026-04-24 21:46:00+00,66.78611487414743,233.28159643440765,143.92379472163242,2119.85520807838
2026-04-24 21:47:00+00,68.02226268132677,223.03429755968253,234.51656315081692,2276.6181615587266
2026-04-24 21:48:00+00,77.88214911468907,214.78181933283076,283.4105606955872,2220.784364424272
2026-04-24 21:49:00+00,71.16055948111332,237.0389013711769,268.6954359893169,2244.283071784752
2026-04-24 21:50:00+00,66.31504059662956,252.40679254707956,276.8756357572345,2049.8394077692715
2026-04-24 21:51:00+00,64.75366751286953,240.2266773656735,257.9512338176585,2132.992083040892
2026-04-24 21:52:00+00,71.62344184512224,231.86638905699348,215.4325456911257,2104.5392310617203
2026-04-24 21:53:00+00,65.67721020711177,219.42371539313487,123.22844819696545,2218.2070451003724
2026-04-24 21:54:00+00,61.96116794022509,227.26019036605527,122.95717589202964,2243.796453984561
2026-04-24 21:55:00+00,68.18456438890478,262.9278312269523,101.36921929776751,2302.2688477370248
2026-04-24 21:56:00+00,74.73157679296742,296.221497314149,47.270014881291814,2297.642074589077
2026-04-24 21:57:00+00,76.80443546973454,251.46459440740628,31.016930052136026,2342.2107770997895
2026-04-24 21:58:00+00,72.03882941887446,217.42882659112007,29.457674345775793,2440.233067473627
2026-04-24 21:59:00+00,65.70927002872133,232.5109588283257,64.84437129026824,2461.1427247150355
2026-04-24 22:00:00+00,55.31993103275628,289.9310307288732,14.933614468205485,2510.122183543413
2026-04-24 22:01:00+00,54.56768297102143,290.16064063305475,53.93084546777353,2481.676042292131
2026-04-24 22:02:00+00,50.597737491960785,292.18070427453375,117.3495983710474,2461.3906835635507
2026-04-24 22:03:00+00,43.890898991901786,286.0683233966551,180.91875978518243,2296.0838514280777
2026-04-24 22:04:00+00,44.03519210543129,288.62128136704257,256.305955750138,2157.715406708575
2026-04-24 22:05:00+00,50.0953147494615,290.44914724479446,282.2271316291477,2206.4573835599294
2026-04-24 22:06:00+00,52.7804541886273,272.26733653123875,289.33371361706753,2272.3136587454264
2026-04-24 22:07:00+00,55.53410753379658,286.57681901669963,285.98232888424025,2129.5913092193287
2026-04-24 22:08:00+00,53.638043021546885,296.1498125635292,287.5802809707801,2134.9310137425655
2026-04-24 22:09:00+00,55.23401290905578,298.083871161979,279.26773373087485,2152.9563860294948
2026-04-24 22:11:00+00,53.865046861858346,293.0689190084379,289.21172299234047,2170.6093620211686
2026-04-24 22:12:00+00,50.623961613249115,294.2188037286416,279.12756171192694,2225.5253369797947
2026-04-24 22:13:00+00,46.00003629585198,291.28494994877514,205.75543156573337,2155.611692487327
2026-04-24 22:14:00+00,39.3347483611295,285.45599585638814,167.43694756572256,2183.6295704406552
2026-04-24 22:15:00+00,35.21499998748217,277.8940298930622,203.4392997305664,2249.90709266086
2026-04-24 22:16:00+00,37.928285578119876,242.7549170692858,171.92475583732298,2246.510945759852
2026-04-24 22:17:00+00,38.623053516290035,244.6374231573189,197.5687211845038,2265.7359472216403
2026-04-24 22:18:00+00,39.52132775048706,226.73079197703615,278.7189062733513,2299.9026432563664
2026-04-24 22:19:00+00,41.76958063158254,210.23839585402632,273.1195161291991,2286.6123429630456
2026-04-24 22:20:00+00,45.046067140026906,220.19761578361818,285.43406647855426,2416.3666542142773
2026-04-24 22:21:00+00,42.86436666820556,217.58718320281085,248.85289221911708,2475.8419364953083
2026-04-24 22:22:00+00,47.114624646696626,206.8829345659588,228.28998977537174,2528.014036255139
2026-04-24 22:23:00+00,48.95487231865745,206.2760075265361,243.62195639320836,2430.9120387166768
2026-04-24 22:24:00+00,47.93684345538232,226.716637881756,234.80079531085508,2333.6502737347087
2026-04-24 22:25:00+00,35.043661981615315,211.6996934931079,274.03813836207485,2221.360544440085
2026-04-24 22:26:00+00,32.11613371608677,237.72793958361396,275.46219609524655,2383.9853226373916
2026-04-24 22:27:00+00,31.49389626477737,271.6853414001651,253.5035328489441,2379.6320048562234
2026-04-24 22:28:00+00,32.83910264321062,243.04908532887612,210.28894122610393,2252.2419467619384
2026-04-24 22:29:00+00,40.01114898578706,243.74861712949698,233.88593822762456,2200.117918032032
2026-04-24 22:30:00+00,57.30402946085639,265.5393717905114,198.04177887732146,2029.3315970735446
2026-04-24 22:31:00+00,53.48509697523597,274.1016229032321,153.75296307818783,2159.796589203842
2026-04-24 22:32:00+00,55.6676377201042,262.83788176534034,191.2812155862496,2338.631914529462
2026-04-24 22:33:00+00,51.08491308061193,267.8653917656658,165.60139989553355,2305.3292139916825
2026-04-24 22:34:00+00,39.9054943028723,287.61203303230354,198.04097131945062,2242.625412495502
2026-04-24 22:35:00+00,41.01679611061807,291.7949785614595,161.84842615696613,2367.369932369876
2026-04-24 22:36:00+00,38.377827758769946,291.554506100294,156.04991856699507,2402.4360989501915
2026-04-24 22:37:00+00,44.08630964745474,296.30919581823196,68.92389336141242,2289.6039576359335
2026-04-24 22:38:00+00,48.689332881604244,293.22445697222383,14.808848005250494,2224.4762903833657
2026-04-24 22:39:00+00,44.34583658293171,285.5887877638015,33.07599599573156,2349.0685878812355
2026-04-24 22:40:00+00,41.39169471801456,288.26562623138756,22.0133277552734,2458.5040553298745
2026-04-24 22:41:00+00,43.502372991732514,269.13791510142295,89.51859564646462,2522.172458801898
2026-04-24 22:42:00+00,54.11105219323527,230.22612447173287,159.19724796032827,2277.209102600124
2026-04-24 22:43:00+00,57.24026813284517,220.72818551280616,186.09910167676526,2104.8055302616867
2026-04-24 22:44:00+00,56.1351968691942,235.17478053467713,198.8380958927412,2182.854763151861
2026-04-24 22:45:00+00,58.653661148152246,250.38419054002557,172.10925402730527,2155.110467860059
2026-04-24 22:46:00+00,58.269646714351694,270.62490271948616,214.1846715155397,2105.0398589816446
2026-04-24 22:47:00+00,55.25784961196825,294.05168250015777,255.99424729261688,2026.2867827664907
2026-04-24 22:48:00+00,49.634483005259426,291.3527299653087,242.07748756227224,2140.1409754039582
2026-04-24 22:49:00+00,46.63040317561583,291.2610834346483,207.3144129830056,2381.580114729268
2026-04-24 22:50:00+00,48.799235688384016,282.13952006133144,212.44565700048702,2379.083700312221
2026-04-24 22:51:00+00,50.438747218775106,292.1553802534095,273.7068304862327,2284.970014977453
2026-04-24 22:52:00+00,45.79332557129466,286.14156336760817,288.9915349805085,2200.4389822469375
2026-04-24 22:53:00+00,47.13642888340551,297.1203540591294,294.53176259078066,2146.640541988439
2026-04-24 22:54:00+00,51.82023769238959,273.17243183258944,204.39943736077467,2086.5825013798117
2026-04-24 22:55:00+00,48.222414963778675,233.0944275570849,100.56864476141541,2056.8906334607777
2026-04-24 22:56:00+00,51.6265676586995,208.3168418501458,135.59472328138165,2045.0704111204989
2026-04-24 22:57:00+00,52.86883416734059,217.47365882838815,183.63994135627956,2072.202210223405
2026-04-24 22:58:00+00,55.08355402554873,218.91730328091649,173.82129602610078,2163.392212978188
2026-04-24 22:59:00+00,57.12268662083687,221.86201862919037,123.72777270679201,2255.640744343704
2026-04-24 23:00:00+00,63.9461550087154,216.95795804949012,132.6134571060508,2187.78303480063
2026-04-24 23:01:00+00,59.127503552385384,216.50350714477165,152.31853785751582,2310.7012522545942
2026-04-24 23:02:00+00,49.00736705295991,207.38288706152917,116.34388488386338,2431.6377212706593
2026-04-24 23:03:00+00,39.638141835203314,212.5687728382948,84.90807813633798,2371.14585211956
2026-04-24 23:04:00+00,37.90667428211728,218.52694792151246,87.67213391005718,2387.432545196531
2026-04-24 23:05:00+00,33.667453325332914,259.3060270199111,174.77663233540915,2483.5717308743783
2026-04-24 23:06:00+00,35.49302669561398,262.50654119615893,289.52406170431095,2427.5363495373126
2026-04-24 23:07:00+00,40.65667131109481,278.97853185049377,252.81587922210585,2495.6568650053814
2026-04-24 23:11:00+00,47.6121067618856,274.23258342867683,221.6639155967026,2437.489893835597
2026-04-24 23:12:00+00,47.377991666668514,255.77835766085744,250.81013518706447,2482.171041561906
2026-04-24 23:13:00+00,51.00745991807854,235.0064939930554,271.3315709595539,2567.86578494608
2026-04-24 23:14:00+00,50.76047322543959,236.64732148429212,217.726269072348,2531.3637963797555
2026-04-24 23:15:00+00,45.513717188679976,278.910511821131,211.8467348774207,2520.1204901680026
2026-04-24 23:16:00+00,45.62922631033871,285.3213405522716,264.4846208929485,2584.9877361917393
2026-04-24 23:17:00+00,43.041179981564916,277.02806020140343,274.14285085230597,2350.732163402346
2026-04-24 23:18:00+00,41.45386547337339,279.5114415750864,283.01653830375614,2606.5719283613553
2026-04-24 23:19:00+00,43.860916232935885,273.2108966723246,252.7083370408109,2727.1323024805374
2026-04-24 23:20:00+00,34.43345670405621,288.7029294524102,198.222666162043,2813.2734858982353
2026-04-24 23:21:00+00,31.377891585459746,279.902139536839,195.83009697456373,2871.8992673962857
2026-04-24 23:22:00+00,31.90070819915364,255.43165350782814,209.80523379355785,2859.232408079241
2026-04-24 23:23:00+00,31.80061310771261,249.2907807150149,268.2694646960669,2811.433888102564
2026-04-24 23:24:00+00,33.03603915902908,275.71358158006547,239.19285219931825,2709.553750985358
2026-04-24 23:25:00+00,31.906933863937695,291.7892303301531,203.2912761746053,2619.572073161835
2026-04-24 23:26:00+00,34.55601701626348,289.30271573792817,176.78112300637125,2609.676384276172
2026-04-24 23:27:00+00,33.901059515593474,293.4937180700568,221.47468906744385,2535.4076514773906
2026-04-24 23:28:00+00,39.898655657116095,280.77814017630675,186.27467034385205,2425.428673504758
2026-04-24 23:29:00+00,36.91178912185936,277.10593271646496,251.0928714223628,2338.997826757641
2026-04-24 23:30:00+00,35.80430370448302,259.43512180408635,253.96450046434927,2343.9344913442305
2026-04-24 23:31:00+00,33.04199561922967,210.67286392950336,197.99484930914758,2403.4577717583093
2026-04-24 23:32:00+00,37.66014154527802,216.29534282167458,256.700508933523,2328.800667915998
2026-04-24 23:33:00+00,38.21535575972187,220.10168742291347,254.65012387073463,2323.2159185111086
2026-04-24 23:34:00+00,40.81065638897547,213.914338113406,247.1296853689483,2333.8366726381687
2026-04-24 23:35:00+00,42.875849569536605,221.91584660652217,278.42625274823314,2267.8538163556864
2026-04-24 23:36:00+00,43.8041379054125,224.09263027329095,237.5376429272684,2297.866051582773
2026-04-24 23:37:00+00,44.12291464556041,210.3927555729197,248.00961269226855,2506.7586311997848
2026-04-24 23:38:00+00,32.09868798798622,229.46387277385935,262.8029903120145,2616.0920763506683
2026-04-24 23:39:00+00,32.02822647028785,241.01423024033264,284.20130715730784,2659.6496747820074
2026-04-24 23:40:00+00,38.09579428930495,238.4350546100882,189.65348579106964,2719.795406417265
2026-04-24 23:41:00+00,39.05450098156788,208.60334101429336,159.21219623999875,2770.210732992095
2026-04-24 23:42:00+00,32.86508562375621,211.3172122741142,122.38024242405982,2768.5119025387244
2026-04-24 23:43:00+00,31.428878297855594,213.95986342277087,72.37231833966267,2749.8861597618447
2026-04-24 23:44:00+00,33.32394497946118,231.0722359305708,106.91391800950308,2913.4154024344393
2026-04-24 23:47:00+00,38.10277096135154,248.3543822570437,97.47184467268497,2929.772925488782
2026-04-24 23:48:00+00,46.1089477289161,255.56223921371156,59.14289401279292,2897.9517384192122
2026-04-24 23:49:00+00,51.5148618671517,232.73274670689014,15.902827309090501,2944.801331221154
2026-04-24 23:50:00+00,39.05321533669951,222.08951004983243,26.404754618291115,2839.207047936731
2026-04-24 23:51:00+00,36.006183233312086,225.9998183294065,119.04923880636794,2793.9338117082502
2026-04-24 23:52:00+00,33.7292411445757,222.4399474649618,171.4110563526354,2836.224127896068
2026-04-24 23:53:00+00,41.16169354817047,226.5100397887432,165.87584046956513,2739.2292230962903
2026-04-24 23:54:00+00,48.13068825222084,248.20816346623678,124.01843755032262,2704.1250757579714
2026-04-24 23:55:00+00,45.95627118065663,278.00003619341993,188.25708713405217,2818.0248792815078
2026-04-24 23:56:00+00,36.60366641889865,272.9797363654586,259.59281623562583,2823.1160797535613
2026-04-24 23:57:00+00,35.271483836784284,232.0428099689957,277.72530791047785,2913.4765978006308
2026-04-24 23:58:00+00,31.573839603952127,234.83454085922668,215.93966673177638,2765.2704377089635
2026-04-24 23:59:00+00,34.798737757096426,225.58874459329004,138.37256631120127,2770.883048003902
2026-04-25 00:00:00+00,40.186090965786256,228.68908956650395,86.88787369867539,2708.2702155683387
2026-04-25 00:02:00+00,39.19323155362267,231.52849146307236,91.5107497660804,2686.1113470722153
2026-04-25 00:03:00+00,35.02140695047062,248.5268328358647,99.00706198187792,2713.122532987477
2026-04-25 00:04:00+00,35.170162200807106,242.46732374420975,56.387146939475116,2438.4157563407416
2026-04-25 00:05:00+00,34.87971680065457,225.7661633451547,19.521461987507408,2404.7474217285926
2026-04-25 00:06:00+00,37.70645988071017,216.83441650615433,61.976307382749184,2348.0107441025616
2026-04-25 00:07:00+00,47.984521744701155,211.34631501082782,97.95087848991248,2315.747492040603
2026-04-25 00:08:00+00,39.369660616068906,247.76962159367298,223.31824033982727,2331.8176087613115
2026-04-25 00:09:00+00,33.02078789458172,235.19298255714824,265.3659486031275,2427.2361123378673
2026-04-25 00:10:00+00,31.868301276262297,221.03095168253748,230.3893186505296,2388.8591146906574
2026-04-25 00:11:00+00,34.357030161155734,211.47096579667223,170.14636596907854,2364.3683529391205
2026-04-25 00:12:00+00,34.06626760449342,224.17766828800984,204.06949126474493,2428.666298328239
2026-04-25 00:13:00+00,41.79741557888708,254.0849399609225,204.1860738779928,2414.40382267074
2026-04-25 00:14:00+00,46.37883475150177,221.3256779576312,263.83549076345565,2420.7633924756587
2026-04-25 00:15:00+00,49.42782508146719,215.26151691366036,258.69242003041416,2361.6851629072935
2026-04-25 00:16:00+00,53.25372665517436,212.86089432506637,273.16861915202225,2444.628752897582
2026-04-25 00:17:00+00,51.30593711143733,205.0814009921238,276.8732655986242,2620.8174939978735
2026-04-25 00:18:00+00,51.46286482972113,217.1193452581601,279.8270247940184,2710.9396528206753
2026-04-25 00:19:00+00,67.65698448528308,208.8107157114179,255.15628905637084,2777.397875798619
2026-04-25 00:20:00+00,73.57761367314085,245.42906349191642,185.6296926422612,2878.0506543771617
2026-04-25 00:21:00+00,73.27418189967175,292.53514261429603,189.12808385385358,2942.5456053825883
2026-04-25 00:22:00+00,67.09093409469136,249.07485712416695,260.510802011128,2951.57172657394
2026-04-25 00:23:00+00,66.56610615811263,257.63660888200076,245.60227928571646,2920.6849529870083
2026-04-25 00:24:00+00,70.3734781233054,222.37731219385796,184.61156220488826,2874.2306352617543
2026-04-25 00:25:00+00,76.61686249275915,218.51062386296687,261.8577304475377,2804.6126044000907
2026-04-25 00:26:00+00,74.05564992875836,219.92103364953232,242.04768826291857,2834.0765258410593
2026-04-25 00:27:00+00,67.40678717591949,230.09556790618998,204.2571749084369,2791.063259689436
2026-04-25 00:28:00+00,65.2041636575689,234.6564455491157,258.1480328166816,2734.4336964872296
2026-04-25 00:29:00+00,61.513070606438916,254.7694512549459,199.7455632932768,2580.073440586631
2026-04-25 00:30:00+00,54.33995138291104,265.93638099934856,156.38426910835216,2624.151358681602
2026-04-25 00:31:00+00,56.910603308218796,276.8741769277424,129.40899210639242,2755.180440643676
2026-04-25 00:32:00+00,54.026107628433095,281.3180286615017,140.82037187016414,2733.297002921933
2026-04-25 00:33:00+00,53.78715025799434,263.8382012861554,148.6111352518603,2558.7915414008708
2026-04-25 00:34:00+00,48.23800705786341,256.111334616635,170.34662057399728,2625.0612392389435
2026-04-25 00:35:00+00,40.56065014152277,251.16634847176795,176.3057659444316,2589.4856775254275
