time,solar_irradiance,temperature_c,humidity_pct,cloud_cover_pct,wind_speed_kmh,pressure_hpa
2026-04-25 00:05:00+00,2.059,4.318999999999999,69.18,37.55899999999999,6.895000000000002,1012.891
2026-04-25 00:10:00+00,2.043434343434344,4.367676767676766,77.28282828282828,65.01919191919188,9.041414141414146,1013.0434343434343
2026-04-25 00:15:00+00,1.785148514851485,4.397029702970296,74.62376237623762,55.810891089108914,10.759405940594057,1013.1356435643565
2026-04-25 00:20:00+00,3.231,4.356999999999998,75.28,57.56200000000002,11.754999999999997,1013.3030000000005
2026-04-25 00:25:00+00,2.2039999999999993,4.274,71.91,46.96200000000001,12.123000000000006,1013.4009999999996
2026-04-25 00:30:00+00,1.5810000000000004,4.323,76.72,62.51000000000003,11.186000000000002,1013.5599999999998
2026-04-25 00:35:00+00,1.84,4.395999999999997,76.18,61.78299999999996,9.438000000000002,1013.6700000000002
2026-04-25 00:40:00+00,2.633999999999999,4.308,73.81,53.37399999999997,7.690999999999997,1013.816
2026-04-25 00:45:00+00,1.239,4.2909999999999995,76.95,63.57000000000002,5.743999999999999,1013.9179999999999
2026-04-25 00:50:00+00,1.975,4.371999999999999,74.92,57.224,4.384000000000001,1014.041
2026-04-25 00:55:00+00,1.365,4.307,72.82,49.938999999999986,4.054000000000001,1014.1470000000004
2026-04-25 01:00:00+00,1.9509999999999996,5.52,70.67,44.275000000000006,4.577999999999999,1014.2920000000001
2026-04-25 01:05:00+00,2.076,5.561000000000002,70.64,45.32200000000001,5.828999999999999,1014.4019999999998
2026-04-25 01:10:00+00,2.505050505050505,5.586868686868686,67.62626262626263,35.01616161616162,7.553535353535356,1014.4727272727272
2026-04-25 01:15:00+00,2.184158415841584,5.610891089108911,75.10891089108911,58.7029702970297,9.380198019801979,1014.5999999999999
2026-04-25 01:20:00+00,1.6570000000000003,5.622000000000001,72.54,50.873999999999995,11.002,1014.7009999999998
2026-04-25 01:25:00+00,1.811,5.55,67.97,35.431999999999995,12.1,1014.7559999999997
2026-04-25 01:30:00+00,2.175,5.5760000000000005,73.79,55.779000000000025,11.36,1014.9349999999998
2026-04-25 01:35:00+00,1.9868686868686867,5.585858585858586,71.33333333333333,46.884848484848476,10.455555555555554,1015.030303030303
2026-04-25 01:40:00+00,1.1326732673267328,5.554455445544554,67.72277227722772,35.64653465346534,8.775247524752475,1015.0633663366337
2026-04-25 01:45:00+00,2.5959595959595965,5.605050505050506,70.87878787878788,45.02929292929294,6.9090909090909065,1015.1919191919197
2026-04-25 01:50:00+00,2.152475247524753,5.600990099009901,76.05940594059406,63.34455445544554,5.1811881188118845,1015.3019801980201
2026-04-25 01:55:00+00,2.216,5.493999999999999,76.9,64.473,4.275,1015.3679999999999
2026-04-25 02:00:00+00,1.7787878787878788,6.9646464646464645,74.8989898989899,61.34747474747474,4.053535353535352,1015.4010101010105
2026-04-25 02:05:00+00,2.087128712871287,6.891089108910891,68.75247524752476,41.35841584158417,5.110891089108911,1015.4673267326734
2026-04-25 02:10:00+00,1.8960000000000001,6.922000000000001,66.68,33.815999999999995,6.742000000000003,1015.5559999999998
2026-04-25 02:15:00+00,2.35,6.993000000000002,72.35,53.050999999999995,8.763000000000002,1015.5920000000001
2026-04-25 02:20:00+00,1.7309999999999999,6.9670000000000005,73.5,56.257999999999996,10.431000000000001,1015.6060000000001
2026-04-25 02:25:00+00,1.7859999999999996,6.930999999999998,76.81,67.25699999999999,11.630999999999998,1015.7260000000001
2026-04-25 02:30:00+00,2.555,6.883000000000002,66.7,33.238,12.19,1015.7770000000002
2026-04-25 02:35:00+00,2.58,6.966,69.31,42.49400000000001,11.508999999999999,1015.811
2026-04-25 02:40:00+00,2.804,6.99,74.77,61.08,10.06,1015.8780000000002
2026-04-25 02:45:00+00,1.9540000000000004,6.878999999999999,72.24,51.79899999999998,7.901999999999999,1015.9200000000002
2026-04-25 02:50:00+00,1.6860000000000002,6.9990000000000006,69.69,43.415,5.953999999999999,1015.9070000000002
2026-04-25 02:55:00+00,1.9730000000000003,6.895,72.9,54.507000000000005,4.633000000000001,1015.9309999999999
2026-04-25 03:00:00+00,1.6459999999999997,8.383999999999999,70.43,49.41700000000001,4.0870000000000015,1015.972
2026-04-25 03:05:00+00,1.3699999999999997,8.437999999999999,64.59,29.75300000000002,4.437,1016.0179999999999
2026-04-25 03:10:00+00,2.718,8.425,64.6,29.430000000000003,5.906000000000001,1015.9569999999997
2026-04-25 03:15:00+00,1.905,8.358999999999998,71.63,52.738000000000014,7.365000000000001,1015.985
2026-04-25 03:20:00+00,1.7620000000000002,8.411,70.27,48.477000000000004,9.34,1015.971
2026-04-25 03:25:00+00,1.6909999999999996,8.437,68.69,43.81399999999999,10.9,1015.9900000000001
2026-04-25 03:30:00+00,1.9889999999999999,8.401,68.6,42.133,11.915000000000003,1016.0089999999997
2026-04-25 03:35:00+00,2.0909999999999997,8.442,69.95,47.36199999999998,11.801999999999998,1015.9689999999999
2026-04-25 03:40:00+00,1.695,8.447000000000001,68.3,41.66700000000001,10.652000000000001,1015.9720000000001
2026-04-25 03:45:00+00,2.0070000000000006,8.493,64.53,29.140999999999995,9.051,1015.9390000000002
2026-04-25 03:50:00+00,2.5313131313131314,8.428282828282828,64.43434343434343,28.448484848484846,7.045454545454548,1015.8727272727272
2026-04-25 03:55:00+00,1.9160000000000001,8.443,68.72,42.98999999999999,5.431,1015.791
2026-04-25 04:00:00+00,1.8297029702970296,9.995049504950492,68.32673267326733,44.288118811881176,4.207920792079207,1015.8019801980197
2026-04-25 04:05:00+00,1.861,10.055,64.38,31.948000000000008,4.28,1015.7150000000001
2026-04-25 04:10:00+00,1.7730000000000001,9.94,70.25,50.69799999999999,5.1160000000000005,1015.673
2026-04-25 04:15:00+00,2.690999999999999,9.988999999999997,63,26.737999999999996,6.435,1015.6559999999997
2026-04-25 04:20:00+00,1.9029999999999998,10.093000000000002,68.05,43.55100000000003,8.424000000000001,1015.5150000000001
2026-04-25 04:25:00+00,2.1229999999999998,9.982000000000001,69.93,50.225999999999985,10.308000000000002,1015.502
2026-04-25 04:30:00+00,1.737,10.002999999999995,72.02,55.54800000000003,11.438999999999998,1015.4719999999999
2026-04-25 04:35:00+00,2.1151515151515157,10.058585858585856,67.83838383838383,42.91212121212121,11.737373737373737,1015.4141414141415
2026-04-25 04:40:00+00,1.7118811881188116,9.954455445544554,71.8019801980198,55.5891089108911,11.535643564356434,1015.2940594059403
2026-04-25 04:45:00+00,2.4838383838383837,10.015151515151517,69.26262626262626,47.21414141414142,10.192929292929295,1015.2343434343436
2026-04-25 04:50:00+00,2.065346534653465,10.102970297029701,68.55445544554455,45.26732673267326,8.049504950495047,1015.127722772277
2026-04-25 04:55:00+00,2.3119999999999994,9.977999999999998,62.62,24.975,6.372999999999999,1015.054
2026-04-25 05:00:00+00,2.0509999999999997,11.627,63.98,31.631000000000004,4.629999999999998,1014.9380000000003
2026-04-25 05:05:00+00,2.1999999999999993,11.568999999999999,65.08,36.66399999999999,4.0889999999999995,1014.8690000000001
2026-04-25 05:10:00+00,5.485858585858585,11.554545454545453,63.97979797979798,32.35959595959596,4.466666666666667,1014.7737373737376
2026-04-25 05:15:00+00,11.195049504950493,11.573267326732669,63.94059405940594,32.0930693069307,5.34950495049505,1014.5920792079207
2026-04-25 05:20:00+00,22.464999999999996,11.591,62.93,29.514999999999997,7.291000000000001,1014.5389999999998
2026-04-25 05:25:00+00,24.87373737373737,11.53939393939394,65.24242424242425,36.76363636363636,9.289898989898987,1014.4444444444443
2026-04-25 05:30:00+00,33.58712871287129,11.581188118811879,64.98019801980197,35.07623762376238,10.860396039603959,1014.2831683168316
2026-04-25 05:35:00+00,48.135999999999996,11.546,62.61,28.338,11.991000000000001,1014.202
2026-04-25 05:40:00+00,49.136999999999986,11.611,64.76,34.151,11.856,1014.115
2026-04-25 05:45:00+00,41.226000000000006,11.582999999999997,67.28,44.242,10.901999999999997,1013.9939999999999
2026-04-25 05:50:00+00,89.83800000000001,11.56,60.86,21.342999999999996,9.233000000000002,1013.819
2026-04-25 05:55:00+00,82.79,11.583,63.07,29.369000000000007,7.147,1013.7010000000004
2026-04-25 06:00:00+00,115.62899999999999,12.931,58.89,17.814,5.490999999999999,1013.5829999999999
2026-04-25 06:05:00+00,129.045,13.065999999999999,58.67,17.502,4.3020000000000005,1013.505
2026-04-25 06:10:00+00,104.69299999999997,13.020999999999999,62.15,28.449,4.004999999999999,1013.3770000000004
2026-04-25 06:15:00+00,68.22299999999998,13.02,67.04,44.455,4.7459999999999996,1013.2539999999999
2026-04-25 06:20:00+00,148.361,13.08,59.87,21.989000000000004,5.995,1013.14
2026-04-25 06:25:00+00,100.12199999999997,13.033999999999999,65.03,38.524,8.182999999999998,1012.9989999999999
2026-04-25 06:30:00+00,170.305,13.025000000000002,59.94,21.629000000000005,9.897000000000002,1012.8489999999999
2026-04-25 06:35:00+00,195.99499999999992,13.036000000000001,58.91,17.792999999999996,11.262000000000002,1012.74
2026-04-25 06:40:00+00,204.06400000000002,13.083,59.18,18.576,11.923999999999996,1012.576
2026-04-25 06:45:00+00,123.904,13.075999999999999,64.78,37.261999999999986,11.633000000000003,1012.47
2026-04-25 06:50:00+00,166.88299999999995,13.026,62.75,30.657000000000004,10.406,1012.378
2026-04-25 06:55:00+00,160.87699999999998,13.102999999999998,63.76,33.95300000000001,8.274,1012.2639999999999
2026-04-25 07:00:00+00,250.27199999999996,14.337999999999997,57.59,16.416,6.618999999999999,1012.1309999999997
2026-04-25 07:05:00+00,208.335,14.422,60.73,25.908999999999995,4.957000000000002,1012.0010000000001
2026-04-25 07:10:00+00,193.243,14.475999999999999,61.51,29.852000000000004,3.9829999999999997,1011.8970000000002
2026-04-25 07:15:00+00,196.39500000000007,14.443999999999996,62.01,30.75500000000001,4.244000000000001,1011.789
2026-04-25 07:20:00+00,120.66900000000001,14.443,66.82,45.753000000000014,5.169,1011.6989999999996
2026-04-25 07:25:00+00,177.24848484848488,14.425252525252525,63.44444444444444,35.27474747474748,7.142424242424242,1011.5424242424241
2026-04-25 07:30:00+00,328.7336633663366,14.425742574257425,56.73267326732673,13.887128712871286,9.035643564356434,1011.4594059405941
2026-04-25 07:35:00+00,242.56799999999998,14.403000000000002,61.11,27.905,10.605000000000002,1011.3480000000002
2026-04-25 07:40:00+00,290.273,14.444999999999995,59.44,22.227000000000004,11.731,1011.2370000000001
2026-04-25 07:45:00+00,317.75399999999996,14.434000000000001,58.68,19.883000000000003,11.777999999999997,1011.143
2026-04-25 07:50:00+00,220.72299999999998,14.481000000000002,63.23,34.093999999999994,11.040999999999999,1011.039
2026-04-25 07:55:00+00,213.37070707070703,14.425252525252526,63.18181818181818,34.86767676767677,9.364646464646468,1010.9636363636363
2026-04-25 08:00:00+00,220.4564356435643,15.622772277227721,62.15841584158416,34.06435643564357,7.766336633663365,1010.8366336633668
2026-04-25 08:05:00+00,206.17199999999997,15.640000000000004,63.11,36.254,5.664,1010.7660000000001
2026-04-25 08:10:00+00,234.396,15.623999999999999,61.84,32.951,4.404,1010.7620000000002
2026-04-25 08:15:00+00,197.49700000000004,15.614,63.62,38.08500000000001,4.024,1010.6310000000001
2026-04-25 08:20:00+00,241.6887755102041,15.685714285714289,62.275510204081634,33.70918367346939,4.474489795918367,1010.5551020408162
2026-04-25 08:25:00+00,290.32058823529417,15.681372549019612,61.13725490196079,29.975490196078432,6.0696078431372555,1010.4450980392156
2026-04-25 08:30:00+00,321.813,15.659,60.34,26.776,7.877000000000001,1010.426
2026-04-25 08:35:00+00,338.06399999999996,15.678999999999997,59.94,25.255,9.717,1010.3349999999998
2026-04-25 08:40:00+00,373.92600000000004,15.557000000000002,59.37,23.012999999999998,11.561,1010.2870000000001
2026-04-25 08:45:00+00,328.88699999999994,15.716,60.55,27.959000000000014,11.814000000000005,1010.2109999999998
2026-04-25 08:50:00+00,247.57373737373737,15.637373737373741,63.323232323232325,37.378787878787875,11.438383838383839,1010.2414141414141
2026-04-25 08:55:00+00,509.2277227722772,15.654455445544556,55.65346534653465,11.844554455445545,10.269306930693071,1010.1465346534652
2026-04-25 09:00:00+00,269.14899999999994,16.69,62.28,34.999,8.73,1010.166
2026-04-25 09:05:00+00,284.74999999999994,16.642,61.91,33.980999999999995,6.381,1010.1360000000001
2026-04-25 09:10:00+00,282.738,16.623,61.64,32.812999999999995,5.156999999999999,1010.0419999999999
2026-04-25 09:15:00+00,395.865,16.597,59.23,24.718000000000004,4.154,1010.044
2026-04-25 09:20:00+00,261.617,16.66,62.72,36.053999999999995,4.157000000000001,1010.0059999999997
2026-04-25 09:25:00+00,194.96599999999998,16.649999999999995,64.73,43.73,5.307,1010.0059999999999
2026-04-25 09:30:00+00,422.55600000000004,16.608,58.52,22.585,6.713999999999999,1009.9920000000001
2026-04-25 09:35:00+00,584.4494949494951,16.62424242424242,54.85858585858586,10.30808080808081,8.62828282828283,1010.0050505050505
2026-04-25 09:40:00+00,373.7732673267327,16.66039603960396,59.86138613861386,26.707920792079207,10.600990099009897,1010.0376237623761
2026-04-25 09:45:00+00,486.81100000000004,16.632,57.61,20.201000000000004,11.674,1009.9799999999997
2026-04-25 09:50:00+00,480.8260000000001,16.660999999999998,57.98,21.135000000000005,12.081,1010.0559999999998
2026-04-25 09:55:00+00,338.75399999999996,16.682000000000002,61.46,32.95100000000001,11.065,1010.043
2026-04-25 10:00:00+00,481.17499999999995,17.447,57.27,20.611,9.681000000000001,1010.0829999999997
2026-04-25 10:05:00+00,521.955,17.451,56.77,18.130999999999993,7.903,1010.1350000000001
2026-04-25 10:10:00+00,479.81100000000004,17.363999999999997,57.99,21.725000000000005,5.99,1010.1389999999999
2026-04-25 10:15:00+00,256.0300000000001,17.35,63.48,40.108999999999995,4.445999999999999,1010.211
2026-04-25 10:20:00+00,336.67600000000004,17.359,61.06,32.648999999999994,4.17,1010.2070000000002
2026-04-25 10:25:00+00,376.7070707070707,17.341414141414134,59.96969696969697,29.408080808080804,4.316161616161616,1010.2878787878788
2026-04-25 10:30:00+00,329.0316831683168,17.367326732673266,61.48514851485149,34.48613861386139,5.673267326732672,1010.3366336633662
2026-04-25 10:35:00+00,472.13399999999996,17.416000000000004,58.55,23.775999999999996,7.879000000000001,1010.3810000000001
2026-04-25 10:40:00+00,662.5219999999999,17.386999999999997,54.63,11.202,9.607000000000001,1010.415
2026-04-25 10:45:00+00,620.9820000000001,17.381999999999998,55.45,13.526000000000003,11.221999999999998,1010.525
2026-04-25 10:50:00+00,432.0990000000001,17.463,59.36,27.042999999999992,12.106000000000002,1010.638
2026-04-25 10:55:00+00,261.60900000000004,17.46,63.39,40.092000000000006,11.794,1010.6959999999999
2026-04-25 11:00:00+00,436.51300000000003,17.848,59.43,27.611000000000004,10.741999999999997,1010.7490000000003
2026-04-25 11:05:00+00,423.37999999999994,17.887999999999998,59.41,27.89999999999999,8.971999999999998,1010.826
2026-04-25 11:10:00+00,558.692,17.827,56.81,19.562,7.166,1010.873
2026-04-25 11:15:00+00,512.304,17.875999999999998,57.89,22.578000000000003,5.255,1011.0119999999998
2026-04-25 11:20:00+00,698.2529999999999,17.808999999999997,54.4,10.314,4.2620000000000005,1011.1159999999999
2026-04-25 11:25:00+00,549.5280000000001,17.914999999999996,57.36,21.076,4.106,1011.2500000000003
2026-04-25 11:30:00+00,639.8409999999997,17.791000000000007,55.45,15.268999999999997,4.981999999999998,1011.2690000000002
2026-04-25 11:35:00+00,330.22,17.828999999999997,62.62,37.854000000000006,6.253000000000001,1011.3759999999999
2026-04-25 11:40:00+00,394.7404040404041,17.88585858585859,60.888888888888886,33.349494949494954,8.554545454545455,1011.4828282828281
2026-04-25 11:45:00+00,459.77326732673265,17.83267326732674,59.0990099009901,27.555445544554455,10.043564356435644,1011.6435643564356
2026-04-25 11:50:00+00,539.0809999999998,17.863999999999997,57.29,21.537999999999993,11.559000000000001,1011.7129999999999
2026-04-25 11:55:00+00,521.8790000000001,17.817000000000004,58.32,22.935,11.998,1011.775
2026-04-25 12:00:00+00,379.914,17.973000000000006,61.02,34.183,11.373000000000001,1011.982
2026-04-25 12:05:00+00,567.531,18.063,57.37,21.491000000000003,10.030999999999999,1012.058
2026-04-25 12:10:00+00,525.4090000000001,17.905999999999995,58.19,24.268999999999995,8.198999999999998,1012.2289999999998
2026-04-25 12:15:00+00,705.4940000000001,17.949,54.75,11.827999999999998,6.151000000000002,1012.3529999999998
2026-04-25 12:20:00+00,520.446,18.032000000000004,58.2,23.997999999999998,4.7509999999999994,1012.4430000000002
2026-04-25 12:25:00+00,228.49899999999997,18.034000000000002,65.04,46.285,3.839,1012.5849999999997
2026-04-25 12:30:00+00,459.6540000000001,18.048,59.43,28.923999999999996,4.28,1012.755
2026-04-25 12:35:00+00,592.11,17.96,57.22,19.878000000000004,5.605999999999999,1012.8549999999997
2026-04-25 12:40:00+00,588.2424242424244,18.0020202020202,56.292929292929294,18.873737373737377,7.1939393939393925,1012.980808080808
2026-04-25 12:45:00+00,551.169306930693,17.969306930693076,57.613861386138616,21.315841584158417,9.331683168316834,1013.1297029702971
2026-04-25 12:50:00+00,547.409,18.014,57.96,23.088999999999995,10.943999999999999,1013.204
2026-04-25 12:55:00+00,452.025,18.009000000000004,59.8,28.274000000000004,11.767000000000003,1013.3450000000001
2026-04-25 13:00:00+00,555.5737373737372,17.82222222222222,58,22.886868686868688,11.696969696969697,1013.4494949494951
2026-04-25 13:05:00+00,676.4960000000001,17.894999999999996,55.31,14.69,10.99,1013.6259999999999
2026-04-25 13:10:00+00,397.6465346534654,17.8,61.86138613861386,35.03960396039604,9.21980198019802,1013.6544554455446
2026-04-25 13:15:00+00,443.1559999999999,17.85000000000001,60.25,29.929999999999993,7.482,1013.8429999999998
2026-04-25 13:20:00+00,292.934,17.82,64.08,42.38899999999999,5.712000000000001,1013.919
2026-04-25 13:25:00+00,490.537,17.842999999999996,59.55,27.775,4.423000000000001,1014.059
2026-04-25 13:30:00+00,667.5239999999999,17.824,55.31,13.514000000000001,4.01,1014.1499999999999
2026-04-25 13:35:00+00,322.463,17.842000000000006,63.06,39.733999999999995,4.756,1014.2730000000001
2026-04-25 13:40:00+00,256.708,17.892999999999997,64.35,44.50699999999999,6.3110000000000035,1014.4050000000003
2026-04-25 13:45:00+00,439.909,17.829000000000004,59.93,29.64100000000001,8.127,1014.49
2026-04-25 13:50:00+00,394.895,17.835,61.87,34.346000000000004,10.026000000000002,1014.597
2026-04-25 13:55:00+00,299.09700000000004,17.81,63.08,39.56,11.236,1014.7399999999999
2026-04-25 14:00:00+00,296.56299999999993,17.409000000000002,64.28,41.729,11.718000000000002,1014.7610000000001
2026-04-25 14:05:00+00,334.828,17.396000000000004,62.77,38.924,11.696000000000002,1014.9219999999998
2026-04-25 14:10:00+00,608.546,17.391000000000005,56.55,17.785999999999998,10.290000000000003,1015.0140000000001
2026-04-25 14:15:00+00,527.6040404040406,17.414141414141415,58.76767676767677,24.065656565656564,8.165656565656567,1015.1575757575758
2026-04-25 14:20:00+00,346.3326732673268,17.379207920792084,63.08910891089109,38.78910891089109,6.513861386138614,1015.2257425742573
2026-04-25 14:25:00+00,317.17099999999994,17.411000000000005,62.68,38.86399999999999,4.846,1015.2950000000002
2026-04-25 14:30:00+00,513.0010000000001,17.441,58.5,23.642,3.9729999999999994,1015.3509999999999
2026-04-25 14:35:00+00,359.3575757575757,17.344444444444445,61.717171717171716,34.85454545454546,4.332323232323232,1015.481818181818
2026-04-25 14:40:00+00,232.51881188118807,17.35445544554455,65.33663366336634,46.51881188118811,5.331683168316831,1015.4475247524756
2026-04-25 14:45:00+00,346.2060000000001,17.392000000000003,61.98,36.00299999999999,7.102,1015.5649999999997
2026-04-25 14:50:00+00,416.5636363636365,17.404040404040405,60.4040404040404,30.04747474747475,9.105050505050505,1015.649494949495
2026-04-25 14:55:00+00,389.48199999999997,17.348,61.15,32.264,10.625000000000002,1015.6410000000001
2026-04-25 15:00:00+00,286.5495049504951,16.632673267326734,63.93069306930693,41.41485148514851,11.835643564356433,1015.739603960396
2026-04-25 15:05:00+00,278.46969696969705,16.609090909090906,64.54545454545455,42.59292929292929,12.220202020202022,1015.7545454545452
2026-04-25 15:10:00+00,348.7653465346534,16.699999999999996,62.17821782178218,35.669306930693075,11.33465346534654,1015.8495049504951
2026-04-25 15:15:00+00,282.339393939394,16.63232323232323,64.34343434343434,42.223232323232324,9.315151515151516,1015.8666666666667
2026-04-25 15:20:00+00,217.76732673267327,16.68910891089109,66.3069306930693,48.97029702970297,7.456435643564356,1015.9584158415842
2026-04-25 15:25:00+00,218.22100000000003,16.611,66.13,47.83299999999999,5.599999999999999,1015.939
2026-04-25 15:30:00+00,363.4,16.732,61.86,33.76500000000001,4.276,1015.959
2026-04-25 15:35:00+00,448.44040404040396,16.608080808080807,58.707070707070706,23.650505050505046,3.9676767676767684,1016.0030303030303
2026-04-25 15:40:00+00,374.4594059405941,16.62871287128713,60.87128712871287,30.139603960396038,4.566336633663367,1015.9871287128714
2026-04-25 15:45:00+00,278.15,16.686000000000003,63.43,38.694,6.0169999999999995,1016.0189999999998
2026-04-25 15:50:00+00,280.33,16.646000000000004,63.67,38.863,7.797,1016.0310000000002
2026-04-25 15:55:00+00,402.79,16.624000000000002,59.56,25.564,9.771,1015.9780000000001
2026-04-25 16:00:00+00,263.9767676767676,15.630303030303036,65.32323232323232,43.280808080808086,11.5,1015.9636363636366
